subjects_year,Freq,year,prop
Multiracial people,2,2017,2.1874658208465494e-4
"Mulvaney, John (Mick)",2,2017,2.1874658208465494e-4
Museum exhibits,2,2017,2.1874658208465494e-4
Musicians & conductors,2,2017,2.1874658208465494e-4
Myanmar (Burma),2,2017,2.1874658208465494e-4
"Nadler, Jerrold",2,2017,2.1874658208465494e-4
"Napolitano, Janet",2,2017,2.1874658208465494e-4
Nazi era,2,2017,2.1874658208465494e-4
Nazi groups,2,2017,2.1874658208465494e-4
Nebraska,2,2017,2.1874658208465494e-4
Negotiations,2,2017,2.1874658208465494e-4
Neoliberalism,2,2017,2.1874658208465494e-4
Nevada,2,2017,2.1874658208465494e-4
New Hampshire,2,2017,2.1874658208465494e-4
Newspapers,2,2017,2.1874658208465494e-4
Newsprint,2,2017,2.1874658208465494e-4
Nicaragua,2,2017,2.1874658208465494e-4
Nonviolence,2,2017,2.1874658208465494e-4
North Dakota,2,2017,2.1874658208465494e-4
Northern Europe,2,2017,2.1874658208465494e-4
Nuba Mountains,2,2017,2.1874658208465494e-4
"O Neill, James P",2,2017,2.1874658208465494e-4
Olympic games,2,2017,2.1874658208465494e-4
Organized crime,2,2017,2.1874658208465494e-4
Outsourcing,2,2017,2.1874658208465494e-4
Pain,2,2017,2.1874658208465494e-4
Papal visits,2,2017,2.1874658208465494e-4
Paris France,2,2017,2.1874658208465494e-4
Passengers,2,2017,2.1874658208465494e-4
Pediatrics,2,2017,2.1874658208465494e-4
"Pena Nieto, Enrique",2,2017,2.1874658208465494e-4
Philippines,2,2017,2.1874658208465494e-4
Political correctness,2,2017,2.1874658208465494e-4
Political ethics,2,2017,2.1874658208465494e-4
Popular culture,2,2017,2.1874658208465494e-4
Prayer,2,2017,2.1874658208465494e-4
Preferences,2,2017,2.1874658208465494e-4
"Priebus, Reince",2,2017,2.1874658208465494e-4
Prison industries,2,2017,2.1874658208465494e-4
Professional soccer,2,2017,2.1874658208465494e-4
Progressivism,2,2017,2.1874658208465494e-4
Propaganda,2,2017,2.1874658208465494e-4
Property values,2,2017,2.1874658208465494e-4
Public libraries,2,2017,2.1874658208465494e-4
Public works,2,2017,2.1874658208465494e-4
Pulitzer prizes,2,2017,2.1874658208465494e-4
Pulp & paper industry,2,2017,2.1874658208465494e-4
Qatar,2,2017,2.1874658208465494e-4
Quality of life,2,2017,2.1874658208465494e-4
Race relations,2,2017,2.1874658208465494e-4
Radical groups,2,2017,2.1874658208465494e-4
Ratings & rankings,2,2017,2.1874658208465494e-4
REAL ID Act 2005-US,2,2017,2.1874658208465494e-4
Recipes,2,2017,2.1874658208465494e-4
Regulatory agencies,2,2017,2.1874658208465494e-4
Religious conversion,2,2017,2.1874658208465494e-4
Religious discrimination,2,2017,2.1874658208465494e-4
Religious orthodoxy,2,2017,2.1874658208465494e-4
"Rendon, Anthony",2,2017,2.1874658208465494e-4
Rents,2,2017,2.1874658208465494e-4
Retail stores,2,2017,2.1874658208465494e-4
Ride sharing services,2,2017,2.1874658208465494e-4
Rio Grande,2,2017,2.1874658208465494e-4
Rites & ceremonies,2,2017,2.1874658208465494e-4
Roadblocks,2,2017,2.1874658208465494e-4
Roads & highways,2,2017,2.1874658208465494e-4
"Romney, W Mitt",2,2017,2.1874658208465494e-4
"Roof, Dylann Storm",2,2017,2.1874658208465494e-4
"Rothko, Mark",2,2017,2.1874658208465494e-4
Saskatchewan Canada,2,2017,2.1874658208465494e-4
Sayyid Qutb,2,2017,2.1874658208465494e-4
"Schulz, Martin",2,2017,2.1874658208465494e-4
"Schumer, Charles E",2,2017,2.1874658208465494e-4
Science,2,2017,2.1874658208465494e-4
Scotland,2,2017,2.1874658208465494e-4
Sealand,2,2017,2.1874658208465494e-4
Search warrants,2,2017,2.1874658208465494e-4
Segregation,2,2017,2.1874658208465494e-4
Senegal,2,2017,2.1874658208465494e-4
Service stations,2,2017,2.1874658208465494e-4
Sexual orientation discrimination,2,2017,2.1874658208465494e-4
Sicily,2,2017,2.1874658208465494e-4
Sikhs,2,2017,2.1874658208465494e-4
Singapore,2,2017,2.1874658208465494e-4
"Sini, Timothy",2,2017,2.1874658208465494e-4
Social security taxes,2,2017,2.1874658208465494e-4
Socioeconomic factors,2,2017,2.1874658208465494e-4
Sociology,2,2017,2.1874658208465494e-4
South Korea,2,2017,2.1874658208465494e-4
Southern states,2,2017,2.1874658208465494e-4
Speakers,2,2017,2.1874658208465494e-4
Steel industry,2,2017,2.1874658208465494e-4
Stereotypes,2,2017,2.1874658208465494e-4
Stockholders,2,2017,2.1874658208465494e-4
Success,2,2017,2.1874658208465494e-4
Suicides & suicide attempts,2,2017,2.1874658208465494e-4
Supervision,2,2017,2.1874658208465494e-4
Tal Afar Iraq,2,2017,2.1874658208465494e-4
Tax cuts,2,2017,2.1874658208465494e-4
Tax returns,2,2017,2.1874658208465494e-4
Teaching,2,2017,2.1874658208465494e-4
Tel Aviv Israel,2,2017,2.1874658208465494e-4
Television programs,2,2017,2.1874658208465494e-4
Thailand,2,2017,2.1874658208465494e-4
"Thatcher, Margaret H",2,2017,2.1874658208465494e-4
Threats,2,2017,2.1874658208465494e-4
Tonga,2,2017,2.1874658208465494e-4
Tournaments & championships,2,2017,2.1874658208465494e-4
Towns,2,2017,2.1874658208465494e-4
Treaties,2,2017,2.1874658208465494e-4
Union of Soviet Socialist Republics--USSR,2,2017,2.1874658208465494e-4
"Velazquez, Nydia M",2,2017,2.1874658208465494e-4
Vendors,2,2017,2.1874658208465494e-4
Venezuela,2,2017,2.1874658208465494e-4
Vermont,2,2017,2.1874658208465494e-4
Vice Presidents,2,2017,2.1874658208465494e-4
"Vick, Michael",2,2017,2.1874658208465494e-4
Violations,2,2017,2.1874658208465494e-4
War,2,2017,2.1874658208465494e-4
Western states,2,2017,2.1874658208465494e-4
Workers compensation,2,2017,2.1874658208465494e-4
Wyoming,2,2017,2.1874658208465494e-4
"Yiannopoulos, Milo",2,2017,2.1874658208465494e-4
Yuba City California,2,2017,2.1874658208465494e-4
Zoning ordinances,2,2017,2.1874658208465494e-4
"Abe, Shinzo",1,2017,1.0937329104232747e-4
Academic readiness,1,2017,1.0937329104232747e-4
Accuracy,1,2017,1.0937329104232747e-4
Acquired immune deficiency syndrome--AIDS,1,2017,1.0937329104232747e-4
Activism,1,2017,1.0937329104232747e-4
Addictions,1,2017,1.0937329104232747e-4
Advantages,1,2017,1.0937329104232747e-4
Advertising,1,2017,1.0937329104232747e-4
Advertising expenditures,1,2017,1.0937329104232747e-4
"Ahn, Robert Lee",1,2017,1.0937329104232747e-4
Air pollution,1,2017,1.0937329104232747e-4
Airline industry,1,2017,1.0937329104232747e-4
Airlines,1,2017,1.0937329104232747e-4
"Akhmetshin, Rinat",1,2017,1.0937329104232747e-4
"al-Abadi, Haider",1,2017,1.0937329104232747e-4
Alcatraz Island,1,2017,1.0937329104232747e-4
Alcohol,1,2017,1.0937329104232747e-4
Algae,1,2017,1.0937329104232747e-4
Altruism,1,2017,1.0937329104232747e-4
Ambulance services,1,2017,1.0937329104232747e-4
American dollar,1,2017,1.0937329104232747e-4
Americans with Disabilities Act 1990-US,1,2017,1.0937329104232747e-4
Anaheim California,1,2017,1.0937329104232747e-4
Animal rights movement,1,2017,1.0937329104232747e-4
Ankara Turkey,1,2017,1.0937329104232747e-4
Anniversaries,1,2017,1.0937329104232747e-4
Anthropology,1,2017,1.0937329104232747e-4
Anti-communism,1,2017,1.0937329104232747e-4
Apartment buildings,1,2017,1.0937329104232747e-4
Appointments & personnel changes,1,2017,1.0937329104232747e-4
Appropriations,1,2017,1.0937329104232747e-4
Argentina,1,2017,1.0937329104232747e-4
Armenian Americans,1,2017,1.0937329104232747e-4
Arrest warrants,1,2017,1.0937329104232747e-4
Artificial intelligence,1,2017,1.0937329104232747e-4
Artists-in-residence,1,2017,1.0937329104232747e-4
Asian culture,1,2017,1.0937329104232747e-4
Asian history,1,2017,1.0937329104232747e-4
Asians,1,2017,1.0937329104232747e-4
Assassinations & assassination attempts,1,2017,1.0937329104232747e-4
Assembly lines,1,2017,1.0937329104232747e-4
Asthma,1,2017,1.0937329104232747e-4
Athletes,1,2017,1.0937329104232747e-4
Athletic drafts & trades,1,2017,1.0937329104232747e-4
Athletic recruitment,1,2017,1.0937329104232747e-4
Audits,1,2017,1.0937329104232747e-4
Austin Texas,1,2017,1.0937329104232747e-4
Australian culture,1,2017,1.0937329104232747e-4
Autism,1,2017,1.0937329104232747e-4
Autobiographies,1,2017,1.0937329104232747e-4
Automation,1,2017,1.0937329104232747e-4
Autonomous vehicles,1,2017,1.0937329104232747e-4
Bahrain,1,2017,1.0937329104232747e-4
Baja California Mexico,1,2017,1.0937329104232747e-4
Bakersfield California,1,2017,1.0937329104232747e-4
"Baldwin, Alec",1,2017,1.0937329104232747e-4
Bands,1,2017,1.0937329104232747e-4
Bangkok Thailand,1,2017,1.0937329104232747e-4
Bank technology,1,2017,1.0937329104232747e-4
Baroque era,1,2017,1.0937329104232747e-4
"Barragan, Nanette",1,2017,1.0937329104232747e-4
Barren Island,1,2017,1.0937329104232747e-4
"Bashir, Omar Hassan Ahmed",1,2017,1.0937329104232747e-4
Basuki Purnama,1,2017,1.0937329104232747e-4
"Baum, Richard",1,2017,1.0937329104232747e-4
Bay of Bengal,1,2017,1.0937329104232747e-4
Bayonne New Jersey,1,2017,1.0937329104232747e-4
Beaches,1,2017,1.0937329104232747e-4
"Becerra, Xavier",1,2017,1.0937329104232747e-4
Beef,1,2017,1.0937329104232747e-4
Beer,1,2017,1.0937329104232747e-4
"Bell, Sean",1,2017,1.0937329104232747e-4
"Bello, Henry",1,2017,1.0937329104232747e-4
Benefit performances,1,2017,1.0937329104232747e-4
"Bezos, Jeffrey",1,2017,1.0937329104232747e-4
Bias,1,2017,1.0937329104232747e-4
Bible,1,2017,1.0937329104232747e-4
Bicycling,1,2017,1.0937329104232747e-4
Bids,1,2017,1.0937329104232747e-4
Birth weight,1,2017,1.0937329104232747e-4
Birthdays,1,2017,1.0937329104232747e-4
"Bissonnette, Alexandre",1,2017,1.0937329104232747e-4
Black athletes,1,2017,1.0937329104232747e-4
Blacks,1,2017,1.0937329104232747e-4
Blasphemy,1,2017,1.0937329104232747e-4
Boating accidents & safety,1,2017,1.0937329104232747e-4
Boats,1,2017,1.0937329104232747e-4
Bolivia,1,2017,1.0937329104232747e-4
Bolshevism,1,2017,1.0937329104232747e-4
"Bolsonaro, Jair",1,2017,1.0937329104232747e-4
Bond ratings,1,2017,1.0937329104232747e-4
"Bonnen, Dennis",1,2017,1.0937329104232747e-4
Bookstores,1,2017,1.0937329104232747e-4
"Booth, John Wilkes",1,2017,1.0937329104232747e-4
"Borjas, George J",1,2017,1.0937329104232747e-4
Boston Harbor,1,2017,1.0937329104232747e-4
"Botticelli, Michael",1,2017,1.0937329104232747e-4
"Bourdain, Anthony",1,2017,1.0937329104232747e-4
Boycotts,1,2017,1.0937329104232747e-4
Brain,1,2017,1.0937329104232747e-4
Brand loyalty,1,2017,1.0937329104232747e-4
Breast cancer,1,2017,1.0937329104232747e-4
Breweries,1,2017,1.0937329104232747e-4
Bribery,1,2017,1.0937329104232747e-4
British Columbia Canada,1,2017,1.0937329104232747e-4
British Isles,1,2017,1.0937329104232747e-4
Bronx New York,1,2017,1.0937329104232747e-4
Brooklyn New York,1,2017,1.0937329104232747e-4
Buenos Aires Argentina,1,2017,1.0937329104232747e-4
Burglary,1,2017,1.0937329104232747e-4
Burundi,1,2017,1.0937329104232747e-4
Business community,1,2017,1.0937329104232747e-4
Business models,1,2017,1.0937329104232747e-4
Business plans,1,2017,1.0937329104232747e-4
Business travel,1,2017,1.0937329104232747e-4
"Cabello, Camila",1,2017,1.0937329104232747e-4
Cabinet,1,2017,1.0937329104232747e-4
"Cabrera, Adriana",1,2017,1.0937329104232747e-4
Cambodia,1,2017,1.0937329104232747e-4
Cameras,1,2017,1.0937329104232747e-4
Camp David,1,2017,1.0937329104232747e-4
Canals,1,2017,1.0937329104232747e-4
Cape Cod Massachusetts,1,2017,1.0937329104232747e-4
Carbon,1,2017,1.0937329104232747e-4
"Card, David",1,2017,1.0937329104232747e-4
"Carlyle, Randy",1,2017,1.0937329104232747e-4
"Carr, Emily",1,2017,1.0937329104232747e-4
"Carroll, Lewis (Charles Lutwidge Dodgson) (1832-98)",1,2017,1.0937329104232747e-4
"Carson, Ben",1,2017,1.0937329104232747e-4
"Carter, Buddy",1,2017,1.0937329104232747e-4
"Caruso, Enrico (1873-1921)",1,2017,1.0937329104232747e-4
Caste,1,2017,1.0937329104232747e-4
"Castro, RaÃºl",1,2017,1.0937329104232747e-4
Casualties,1,2017,1.0937329104232747e-4
Catholic churches,1,2017,1.0937329104232747e-4
Cattle industry,1,2017,1.0937329104232747e-4
"Cavusoglu, Mevlut",1,2017,1.0937329104232747e-4
Censorship,1,2017,1.0937329104232747e-4
Censuses,1,2017,1.0937329104232747e-4
"Cervantes Saavedra, Miguel de (1547-1616)",1,2017,1.0937329104232747e-4
Ceuta & Melilla Spain,1,2017,1.0937329104232747e-4
"ChÃ¡vez, Hugo",1,2017,1.0937329104232747e-4
Chambers of commerce,1,2017,1.0937329104232747e-4
Charter schools,1,2017,1.0937329104232747e-4
Charters,1,2017,1.0937329104232747e-4
"Chavez, Cesar",1,2017,1.0937329104232747e-4
Childrens health,1,2017,1.0937329104232747e-4
Chinese languages,1,2017,1.0937329104232747e-4
"Cho, Margaret",1,2017,1.0937329104232747e-4
Chula Vista California,1,2017,1.0937329104232747e-4
Circumcision,1,2017,1.0937329104232747e-4
Citizens,1,2017,1.0937329104232747e-4
Citrus fruits,1,2017,1.0937329104232747e-4
Ciudad Juarez Mexico,1,2017,1.0937329104232747e-4
Civil liberties,1,2017,1.0937329104232747e-4
Civil society,1,2017,1.0937329104232747e-4
Classical music,1,2017,1.0937329104232747e-4
Classification,1,2017,1.0937329104232747e-4
Classified information,1,2017,1.0937329104232747e-4
Clean technology,1,2017,1.0937329104232747e-4
Cleveland Ohio,1,2017,1.0937329104232747e-4
Clinics,1,2017,1.0937329104232747e-4
Coal mining,1,2017,1.0937329104232747e-4
Coffee,1,2017,1.0937329104232747e-4
"Coico, Lisa S",1,2017,1.0937329104232747e-4
Collectivism,1,2017,1.0937329104232747e-4
College basketball,1,2017,1.0937329104232747e-4
College football,1,2017,1.0937329104232747e-4
College presidents,1,2017,1.0937329104232747e-4
Colonialism,1,2017,1.0937329104232747e-4
Comedians,1,2017,1.0937329104232747e-4
Comedies,1,2017,1.0937329104232747e-4
Commissioned works,1,2017,1.0937329104232747e-4
Commodity prices,1,2017,1.0937329104232747e-4
Community service,1,2017,1.0937329104232747e-4
Community support,1,2017,1.0937329104232747e-4
Competition,1,2017,1.0937329104232747e-4
Complaints,1,2017,1.0937329104232747e-4
Computer industry,1,2017,1.0937329104232747e-4
Concentration camps,1,2017,1.0937329104232747e-4
Condiments,1,2017,1.0937329104232747e-4
Conferences,1,2017,1.0937329104232747e-4
Congressional investigations,1,2017,1.0937329104232747e-4
Constituents,1,2017,1.0937329104232747e-4
Constitutions,1,2017,1.0937329104232747e-4
Consumer-driven health plans,1,2017,1.0937329104232747e-4
Cook County Illinois,1,2017,1.0937329104232747e-4
Core curriculum,1,2017,1.0937329104232747e-4
"Cornyn, John",1,2017,1.0937329104232747e-4
Correctional institutions,1,2017,1.0937329104232747e-4
Correctional personnel,1,2017,1.0937329104232747e-4
Cosmopolitanism,1,2017,1.0937329104232747e-4
Cotton,1,2017,1.0937329104232747e-4
Country clubs,1,2017,1.0937329104232747e-4
Couples,1,2017,1.0937329104232747e-4
Courthouses,1,2017,1.0937329104232747e-4
Courts,1,2017,1.0937329104232747e-4
"Cox, Bryan",1,2017,1.0937329104232747e-4
"Crapo, Michael D",1,2017,1.0937329104232747e-4
Credit unions,1,2017,1.0937329104232747e-4
Criminal intent,1,2017,1.0937329104232747e-4
Criminal pleas,1,2017,1.0937329104232747e-4
Crops,1,2017,1.0937329104232747e-4
Cross country running,1,2017,1.0937329104232747e-4
"Cuban, Mark",1,2017,1.0937329104232747e-4
"Cubas, Ana",1,2017,1.0937329104232747e-4
Cultural heritage,1,2017,1.0937329104232747e-4
Culver City California,1,2017,1.0937329104232747e-4
Curators,1,2017,1.0937329104232747e-4
Cyprus,1,2017,1.0937329104232747e-4
Daddy Yankee (Raymond Ayala),1,2017,1.0937329104232747e-4
"Damond, Justine Ruszczyk",1,2017,1.0937329104232747e-4
Dams,1,2017,1.0937329104232747e-4
Dance,1,2017,1.0937329104232747e-4
Dance music,1,2017,1.0937329104232747e-4
Dancers & choreographers,1,2017,1.0937329104232747e-4
Data collection,1,2017,1.0937329104232747e-4
Decades,1,2017,1.0937329104232747e-4
Decolonization,1,2017,1.0937329104232747e-4
Defense industry,1,2017,1.0937329104232747e-4
Deities,1,2017,1.0937329104232747e-4
"DeMaio, Carl",1,2017,1.0937329104232747e-4
Denver Colorado,1,2017,1.0937329104232747e-4
Deoxyribonucleic acid--DNA,1,2017,1.0937329104232747e-4
Deposit insurance,1,2017,1.0937329104232747e-4
"Depp, Johnny",1,2017,1.0937329104232747e-4
Deregulation,1,2017,1.0937329104232747e-4
Dermatology,1,2017,1.0937329104232747e-4
Design,1,2017,1.0937329104232747e-4
"Dhesi, Yuvraj Singh",1,2017,1.0937329104232747e-4
"Diallo, Amadou",1,2017,1.0937329104232747e-4
"Diaz-Balart, Mario",1,2017,1.0937329104232747e-4
Dictionaries,1,2017,1.0937329104232747e-4
"Dion, Celine",1,2017,1.0937329104232747e-4
Disabled students,1,2017,1.0937329104232747e-4
Disaster recovery,1,2017,1.0937329104232747e-4
Disclosure,1,2017,1.0937329104232747e-4
Discount rates,1,2017,1.0937329104232747e-4
Disease,1,2017,1.0937329104232747e-4
Disorderly conduct,1,2017,1.0937329104232747e-4
Divorce,1,2017,1.0937329104232747e-4
"Dlamini-Zuma, Nkosazana",1,2017,1.0937329104232747e-4
"Doctorow, E L",1,2017,1.0937329104232747e-4
Documentary films,1,2017,1.0937329104232747e-4
"Dos Passos, John",1,2017,1.0937329104232747e-4
"dos Santos, Dandara",1,2017,1.0937329104232747e-4
Dramatists,1,2017,1.0937329104232747e-4
Drilling,1,2017,1.0937329104232747e-4
Drones,1,2017,1.0937329104232747e-4
Drug legalization,1,2017,1.0937329104232747e-4
Drug overdose,1,2017,1.0937329104232747e-4
Dubai United Arab Emirates,1,2017,1.0937329104232747e-4
"Ducheny, Denise",1,2017,1.0937329104232747e-4
"Duda, Andrzej",1,2017,1.0937329104232747e-4
"Duke, David",1,2017,1.0937329104232747e-4
"DuVal, Kathleen",1,2017,1.0937329104232747e-4
Early childhood education,1,2017,1.0937329104232747e-4
East River,1,2017,1.0937329104232747e-4
EC single market,1,2017,1.0937329104232747e-4
Economic activity,1,2017,1.0937329104232747e-4
Economic indicators,1,2017,1.0937329104232747e-4
Economic justification,1,2017,1.0937329104232747e-4
Economic statistics,1,2017,1.0937329104232747e-4
Ecuador,1,2017,1.0937329104232747e-4
"Einstein, Albert (1879-1955)",1,2017,1.0937329104232747e-4
El Paso Texas,1,2017,1.0937329104232747e-4
"el-Sissi, Abdel-Fattah",1,2017,1.0937329104232747e-4
Election law,1,2017,1.0937329104232747e-4
Electricians,1,2017,1.0937329104232747e-4
Electronic mail systems,1,2017,1.0937329104232747e-4
Elementary schools,1,2017,1.0937329104232747e-4
"Elizabeth II, Queen of Great Britain",1,2017,1.0937329104232747e-4
Elizabeth New Jersey,1,2017,1.0937329104232747e-4
"Elliott, Sam",1,2017,1.0937329104232747e-4
"Ellison, Ralph",1,2017,1.0937329104232747e-4
Eminent domain,1,2017,1.0937329104232747e-4
Emissions,1,2017,1.0937329104232747e-4
Empathy,1,2017,1.0937329104232747e-4
Employee complaints,1,2017,1.0937329104232747e-4
Empowerment,1,2017,1.0937329104232747e-4
Endangered & extinct species,1,2017,1.0937329104232747e-4
Energy efficiency,1,2017,1.0937329104232747e-4
Energy industry,1,2017,1.0937329104232747e-4
English as a second language--ESL,1,2017,1.0937329104232747e-4
English language,1,2017,1.0937329104232747e-4
Environmental health,1,2017,1.0937329104232747e-4
Environmental policy,1,2017,1.0937329104232747e-4
Environmental tax,1,2017,1.0937329104232747e-4
Equal rights,1,2017,1.0937329104232747e-4
Equity,1,2017,1.0937329104232747e-4
Erie Canal,1,2017,1.0937329104232747e-4
Eritrea,1,2017,1.0937329104232747e-4
Ethnicity,1,2017,1.0937329104232747e-4
Euro,1,2017,1.0937329104232747e-4
European history,1,2017,1.0937329104232747e-4
Evacuations & rescues,1,2017,1.0937329104232747e-4
Evangelicalism,1,2017,1.0937329104232747e-4
"Evers, Medgar",1,2017,1.0937329104232747e-4
Ex-convicts,1,2017,1.0937329104232747e-4
Exile,1,2017,1.0937329104232747e-4
Expenditures,1,2017,1.0937329104232747e-4
Exports,1,2017,1.0937329104232747e-4
Extracurricular activities,1,2017,1.0937329104232747e-4
Extradition,1,2017,1.0937329104232747e-4
Faith,1,2017,1.0937329104232747e-4
Family income,1,2017,1.0937329104232747e-4
